#	001	https://zdb-katalog.de/title.xhtml?idn=1049496809	http://content.staatsbibliothek-berlin.de/zefys/SNP27646518-18800101-0-3-0-0/full/full/0/default.jpg
#	1880-01-01	Berliner Tageblatt	27646518	
7	Morgen	O	O	
8	um	O	O	
9	10	O	O	
10	Uhr	O	O	
11	soll	O	O	
12	keineswegs	O	O	
13	erbeten	O	O	
14	sondern	O	O	
15	—	O	O	
16	zum	O	O	
17	ersten	O	O	
18	Mal	O	O	
19	!	O	O	
20	—	O	O	
21	freiwillig	O	O	
22	und	O	O	
23	ziemlich	O	O	
24	unerwartet	O	O	
25	erfolgt	O	O	
26	sein	O	O	
27	.	O	O	

1	Was	O	O	
2	zwischen	O	O	
3	den	O	O	
4	beiden	O	O	
5	Präsidenten	O	O	
6	verhandelt	O	O	
7	worden	O	O	
8	,	O	O	
9	weiß	O	O	
10	natürlich	O	O	
11	niemand	O	O	
12	,	O	O	
13	wenn	O	O	
14	nicht	O	O	
15	Herr	O	O	
16	Gambetta	B-PER	O	
17	selbst	O	O	
18	es	O	O	
19	hinterher	O	O	
20	beim	O	O	
21	Frühstück	O	O	
22	seinem	O	O	
23	Intimus	O	O	
24	,	O	O	
25	dem	O	O	
26	Schauspieler	O	O	
27	Coquelin	B-PER	O	
28	dem	O	O	
29	"	O	O	
30	Jüngeren	O	O	
31	"	O	O	
32	von	O	O	
33	der	O	O	
34	Comédie	B-ORG	O	
35	française	I-ORG	O	
36	anvertraut	O	O	
37	hat	O	O	
38	.	O	O	

1	Abends	O	O	
2	im	O	O	
3	Theater	O	O	
4	spielte	O	O	
5	der	O	O	
6	Allgewaltige	O	O	
7	freilich	O	O	
8	wieder	O	O	
9	den	O	O	
10	Unbefangenen	O	O	
11	und	O	O	
12	Ununterrichteten	O	O	
13	,	O	O	
14	denn	O	O	
15	er	O	O	
16	leugnete	O	O	
17	sogar	O	O	
18	seinen	O	O	
19	Besuch	O	O	
20	vom	O	O	
21	Vormittag	O	O	
22	,	O	O	
23	obwohl	O	O	
24	Hunderte	O	O	
25	das	O	O	
26	wohlbekannte	O	O	
27	kleine	O	O	
28	Coupé	O	O	
29	Gambettas	B-PER	O	
30	eine	O	O	
31	ganze	O	O	
32	Stunde	O	O	
33	lang	O	O	
34	von	O	O	
35	der	O	O	
36	Rue	B-LOC	O	
37	du	I-LOC	O	
38	Faubourg	I-LOC	O	
39	St	O	I-LOC	
40	.	O	I-LOC	
41	Honoré	I-LOC	O	
42	aus	O	O	
43	im	O	O	
44	Vorhof	O	O	
45	des	O	O	
46	Elysée	B-LOC	O	
47	stationiren	O	O	
48	gesehen	O	O	
49	hatten	O	O	
50	.	O	O	

1	Der	O	O	
2	Erfolg	O	O	
3	dieser	O	O	
4	Visite	O	O	
5	war	O	O	
6	denn	O	O	
7	auch	O	O	
8	schon	O	O	
9	in	O	O	
10	derselben	O	O	
11	Zeit	O	O	
12	zu	O	O	
13	spüren	O	O	
14	,	O	O	
15	da	O	O	
16	derjenige	O	O	
17	,	O	O	
18	der	O	O	
19	sie	O	O	
20	gemacht	O	O	
21	,	O	O	
22	sie	O	O	
23	ableugnen	O	O	
24	wollte	O	O	
25	.	O	O	

1	Herr	O	O	
2	Lepère	B-PER	O	
3	,	O	O	
4	der	O	O	
5	bereits	O	O	
6	seine	O	O	
7	Siebensachen	O	O	
8	zusammengepackt	O	O	
9	hatte	O	O	
10	,	O	O	
11	weil	O	O	
12	er	O	O	
13	glaubte	O	O	
14	ausziehen	O	O	
15	zu	O	O	
16	müssen	O	O	
17	—	O	O	
18	Freycinet	B-PER	O	
19	selbst	O	O	
20	hatte	O	O	
21	ihm	O	O	
22	das	O	O	
23	zu	O	O	
24	wiederholten	O	O	
25	Malen	O	O	
26	in	O	O	
27	dürren	O	O	
28	Worten	O	O	
29	gesagt	O	O	
30	—	O	O	
31	Herr	O	O	
32	Lepère	B-PER	O	
33	erhielt	O	O	
34	von	O	O	
35	Gambetta	B-PER	O	
36	die	O	O	
37	Nachricht	O	O	
38	,	O	O	
39	daß	O	O	
40	er	O	O	
41	bleiben	O	O	
42	dürfe	O	O	
43	.	O	O	

1	Gleichzeitig	O	O	
2	wurde	O	O	
3	Herrn	O	O	
4	Waddington	B-PER	O	
5	das	O	O	
6	Gegentheil	O	O	
7	bedeutet	O	O	
8	";"	O	O	
9	den	O	O	
10	Botschafterposten	O	O	
11	in	O	O	
12	London	B-LOC	O	
13	,	O	O	
14	der	O	O	
15	ihm	O	O	
16	als	O	O	
17	Entschädigung	O	O	
18	angeboten	O	O	
19	wurde	O	O	
20	,	O	O	
21	schlug	O	O	
22	er	O	O	
23	aus	O	O	
24	.	O	O	

1	Von	O	O	
2	allen	O	O	
3	diesen	O	O	
4	Vorgängen	O	O	
5	erhielt	O	O	
6	Léon	B-PER	O	
7	Say	I-PER	O	
8	erst	O	O	
9	in	O	O	
10	später	O	O	
11	Nachmittagsstunde	O	O	
12	Kenntniß	O	O	
13	.	O	O	

1	Sein	O	O	
2	Entschluß	O	O	
3	war	O	O	
4	sofort	O	O	
5	gefaßt	O	O	
6	.	O	O	

1	Gegen	O	O	
2	6	O	O	
3	Uhr	O	O	
4	Abends	O	O	
5	fuhr	O	O	
6	er	O	O	
7	ins	O	O	
8	Elysée	O	O	
9	und	O	O	
10	legte	O	O	
11	sein	O	O	
12	Portefeuille	O	O	
13	in	O	O	
14	Grevys	B-PER	O	
15	Hände	O	O	
16	zurück	O	O	
17	.	O	O	

1	Da	O	O	
2	zwei	O	O	
3	Stunden	O	O	
4	später	O	O	
5	die	O	O	
6	Ernennungsdekrete	O	O	
7	für	O	O	
8	das	O	O	
9	neue	O	O	
10	Ministerium	O	O	
11	ausgefertigt	O	O	
12	wurden	O	O	
13	,	O	O	
14	so	O	O	
15	kann	O	O	
16	die	O	O	
17	Wahl	O	O	
18	Magnin's	B-PER	O	
19	erst	O	O	
20	im	O	O	
21	letzten	O	O	
22	Augenblick	O	O	
23	getroffen	O	O	
24	,	O	O	
25	angeboten	O	O	
26	und	O	O	
27	angenommen	O	O	
28	sein	O	O	
29	.	O	O	

1	Aber	O	O	
2	,	O	O	
3	so	O	O	
4	werden	O	O	
5	Sie	O	O	
6	fragen	O	O	
7	,	O	O	
8	weshalb	O	O	
9	hatte	O	O	
10	denn	O	O	
11	Herr	O	O	
12	Lepère	B-PER	O	
13	durchaus	O	O	
14	gehen	O	O	
15	sollen	O	O	
16	?	O	O	

1	Lachen	O	O	
2	Sie	O	O	
3	nicht	O	O	
4	,	O	O	
5	wenn	O	O	
6	ich	O	O	
7	Ihnen	O	O	
8	die	O	O	
9	Wahrheit	O	O	
10	sage	O	O	
11	:	O	O	
12	Freycinet	B-PER	O	
13	mag	O	O	
14	ihn	O	O	
15	nicht	O	O	
16	—	O	O	
17	riechen	O	O	
18	.	O	O	

1	Der	O	O	
2	jetzige	O	O	
3	Minister	B-PER	O	
4	des	I-PER	O	
5	Innern	I-PER	O	
6	hat	O	O	
7	nämlich	O	O	
8	allerlei	O	O	
9	Gewohnheiten	O	O	
10	aus	O	O	
11	seiner	O	O	
12	fidelen	O	O	
13	Studentenzeit	O	O	
14	beibehalten	O	O	
15	,	O	O	
16	unter	O	O	
17	Anderen	O	O	
18	die	O	O	
19	des	O	O	
20	Rauchens	O	O	
21	.	O	O	

1	Und	O	O	
2	wenn	O	O	
3	er	O	O	
4	wenigstens	O	O	
5	noch	O	O	
6	gute	O	O	
7	Cigarren	O	O	
8	,	O	O	
9	echtes	O	O	
10	Havaunahkraut	O	O	
11	rauchen	O	O	
12	wollte	O	O	
13	!	O	O	

1	Allein	O	O	
2	die	O	O	
3	kann	O	O	
4	hier	O	O	
5	in	O	O	
6	Folge	O	O	
7	des	O	O	
8	Monopols	O	O	
9	nicht	O	O	
10	einmal	O	O	
11	ein	O	O	
12	Minister	O	O	
13	sich	O	O	
14	leisten	O	O	
15	,	O	O	
16	wenn	O	O	
17	er	O	O	
18	nicht	O	O	
19	nebenbei	O	O	
20	Millionär	O	O	
21	von	O	O	
22	Fach	O	O	
23	ist	O	O	
24	.	O	O	

1	Herr	O	O	
2	Lepère	B-PER	O	
3	ist	O	O	
4	ein	O	O	
5	unvermögender	O	O	
6	Jurist	O	O	
7	,	O	O	
8	und	O	O	
9	da	O	O	
10	er	O	O	
11	mit	O	O	
12	dem	O	O	
13	Dichter	O	O	
14	der	O	O	
15	Ansicht	O	O	
16	huldigt	O	O	
17	:	O	O	
18	"	O	O	
19	Rauch	O	O	
20	ist	O	O	
21	alles	O	O	
22	ird'sche	O	O	
23	Leben	O	O	
24	,	O	O	
25	"	O	O	
26	so	O	O	
27	ist	O	O	
28	er	O	O	
29	auf	O	O	
30	seine	O	O	
31	Tabakspfeife	O	O	
32	angewiesen	O	O	
33	.	O	O	

1	Es	O	O	
2	ist	O	O	
3	WAHR	O	O	
4	,	O	O	
5	daß	O	O	
6	diese	O	O	
7	Pfeife	O	O	
8	nicht	O	O	
9	zu	O	O	
10	den	O	O	
11	großen	O	O	
12	Stummeln	O	O	
13	gehört	O	O	
14	,	O	O	
15	welche	O	O	
16	der	O	O	
17	französische	O	O	
18	Volksmund	O	O	
19	,	O	O	
20	weil	O	O	
21	er	O	O	
22	sich	O	O	
23	daran	O	O	
24	zu	O	O	
25	verbrennen	O	O	
26	liebt	O	O	
27	,	O	O	
28	"	O	O	
29	brûle-gueule	O	O	
30	"	O	O	
31	getauft	O	O	
32	hat	O	O	
33	.	O	O	

1	Im	O	O	
2	Gegentheil	O	O	
3	,	O	O	
4	es	O	O	
5	ist	O	O	
6	ein	O	O	
7	ganz	O	O	
8	ministerielles	O	O	
9	Prachtstück	O	O	
10	,	O	O	
11	aus	O	O	
12	Meerschaum	O	O	
13	und	O	O	
14	Bernstein	O	O	
15	zusammengesetzt	O	O	
16	und	O	O	
17	selbst	O	O	
18	größere	O	O	
19	Staatsmänner	O	O	
20	als	O	O	
21	Herr	O	O	
22	Lepère	B-PER	O	
23	,	O	O	
24	welche	O	O	
25	beinahe	O	O	
26	eben	O	O	
27	so	O	O	
28	große	O	O	
29	Raucher	O	O	
30	sein	O	O	
31	sollen	O	O	
32	,	O	O	
33	dürften	O	O	
34	sich	O	O	
35	beim	O	O	
36	Parlamentsbier	O	O	
37	solcher	O	O	
38	Pfeife	O	O	
39	nicht	O	O	
40	schämen	O	O	
41	.	O	O	

1	Allein	O	O	
2	Herr	O	O	
3	Lepère	B-PER	O	
4	übertreibt	O	O	
5	es	O	O	
6	in	O	O	
7	seiner	O	O	
8	Leidenschaft	O	O	
9	";"	O	O	
10	er	O	O	
11	bringt	O	O	
12	die	O	O	
13	Pfeife	O	O	
14	und	O	O	
15	den	O	O	
16	Tabaksbeutel	O	O	
17	mit	O	O	
18	in	O	O	
19	den	O	O	
20	Ministerrath	O	O	
21	,	O	O	
22	und	O	O	
23	Freycinet	B-PER	O	
24	,	O	O	
25	der	O	O	
26	ein	O	O	
27	pedantisch	O	O	
28	strenger	O	O	
29	Gentleman	O	O	
30	,	O	O	
31	ein	O	O	
32	Muster	O	O	
33	aristokratischer	O	O	
34	Eleganz	O	O	
35	und	O	O	
36	ein	O	O	
37	Todfeind	O	O	
38	der	O	O	
39	plebejischen	O	O	
40	Unsitte	O	O	
41	des	O	O	
42	Rauchens	O	O	
43	ist	O	O	
44	,	O	O	
45	will	O	O	
46	über	O	O	
47	das	O	O	
48	saloppe	O	O	
49	und	O	O	
50	burschikose	O	O	
51	Wesen	O	O	
52	seines	O	O	
53	Kollegen	O	O	
54	schier	O	O	
55	aus	O	O	
56	dem	O	O	
57	Ministerfrack	O	O	
58	fahren	O	O	
59	.	O	O	

1	Indeß	O	O	
2	des	O	O	
3	Kammerpräsidenten	O	O	
4	Wille	O	O	
5	ist	O	O	
6	zur	O	O	
7	Zeit	O	O	
8	noch	O	O	
9	stärker	O	O	
10	,	O	O	
11	als	O	O	
12	des	O	O	
13	Kabinetspräsidenten	O	O	
14	Widerwille	O	O	
15	,	O	O	
16	und	O	O	
17	so	O	O	
18	wird	O	O	
19	denn	O	O	
20	vor	O	O	
21	der	O	O	
22	Hand	O	O	
23	Herr	O	O	
24	Lepère	B-PER	O	
25	fortfahren	O	O	
26	,	O	O	
27	im	O	O	
28	Konseil	O	O	
29	seinen	O	O	
30	"	O	O	
31	Caporal	O	O	
32	"	O	O	
33	zu	O	O	
34	qualmen	O	O	
35	und	O	O	
36	mit	O	O	
37	dem	O	O	
38	Duft	O	O	
39	dieses	O	O	
40	Teufelskrautes	O	O	
41	alle	O	O	
42	Akten	O	O	
43	zu	O	O	
44	schwängern	O	O	
45	,	O	O	
46	die	O	O	
47	durch	O	O	
48	seine	O	O	
49	Hände	O	O	
50	gehen	O	O	
51	.	O	O	

1	Da	O	O	
2	ich	O	O	
3	so	O	O	
4	viel	O	O	
5	von	O	O	
6	den	O	O	
7	alten	O	O	
8	Ministern	O	O	
9	gesprochen	O	O	
10	,	O	O	
11	lassen	O	O	
12	Sie	O	O	
13	mich	O	O	
14	rasch	O	O	
15	noch	O	O	
16	etwas	O	O	
17	von	O	O	
18	den	O	O	
19	neuen	O	O	
20	sagen	O	O	
21	,	O	O	
22	ehe	O	O	
23	der	O	O	
24	Metteur	O	O	
25	mir	O	O	
26	die	O	O	
27	Spalte	O	O	
28	vor	O	O	
29	der	O	O	
30	Nase	O	O	
31	zuschließt	O	O	
32	.	O	O	

1	Da	O	O	
2	ist	O	O	
3	zuerst	O	O	
4	der	O	O	
5	mehrerwähnte	O	O	
6	Herr	O	O	
7	Magnin	B-PER	O	
8	,	O	O	
9	der	O	O	
10	Finanzminister	B-PER	O	
11	.	O	O	

1	In	O	O	
2	der	O	O	
3	politischen	O	O	
4	Welt	O	O	
5	ist	O	O	
6	dieser	O	O	
7	Mann	O	O	
8	nur	O	O	
9	wenig	O	O	
10	bekannt	O	O	
11	,	O	O	
12	weil	O	O	
13	er	O	O	
14	Senator	O	O	
15	ist	O	O	
16	und	O	O	
17	obwohl	O	O	
18	er	O	O	
19	schon	O	O	
20	einmal	O	O	
21	Minister	O	O	
22	war	O	O	
23	.	O	O	

1	Er	O	O	
2	gehörte	O	O	
3	nämlich	O	O	
4	der	O	O	
5	Regierung	O	O	
6	vom	O	O	
7	4	O	O	
8	.	O	O	
9	September	O	O	
10	an	O	O	
11	und	O	O	
12	scheint	O	O	
13	sehr	O	O	
14	segensreich	O	O	
15	gewirkt	O	O	
16	zu	O	O	
17	haben	O	O	
18	,	O	O	
19	da	O	O	
20	sich	O	O	
21	das	O	O	
22	Publikum	O	O	
23	gar	O	O	
24	nicht	O	O	
25	mehr	O	O	
26	daran	O	O	
27	erinnert	O	O	
28	.	O	O	

1	Er	O	O	
2	ist	O	O	
3	,	O	O	
4	um	O	O	
5	es	O	O	
6	kurz	O	O	
7	zu	O	O	
8	sagen	O	O	
9	,	O	O	
10	der	O	O	
11	Sohn	O	O	
12	seines	O	O	
13	Vaters	O	O	
14	.	O	O	

1	Da	O	O	
2	dieser	O	O	
3	Abgeordneter	O	O	
4	war	O	O	
5	,	O	O	
6	der	O	O	
7	Linken	B-ORG	O	
8	angehörte	O	O	
9	,	O	O	
10	die	O	O	
11	schönsten	O	O	
12	Weinberge	O	O	
13	und	O	O	
14	die	O	O	
15	bedeutendsten	O	O	
16	Eisenwerke	O	O	
17	in	O	O	
18	Burgund	B-LOC	O	
19	besaß	O	O	
20	,	O	O	
21	so	O	O	
22	ist	O	O	
23	es	O	O	
24	seinem	O	O	
25	Erben	O	O	
26	ein	O	O	
27	Leichtes	O	O	
28	,	O	O	
29	ihm	O	O	
30	in	O	O	
31	allen	O	O	
32	diesen	O	O	
33	Stücken	O	O	
34	nachzuahmen	O	O	
35	.	O	O	

1	Als	O	O	
2	er	O	O	
3	jünger	O	O	
4	war	O	O	
5	,	O	O	
6	hieß	O	O	
7	er	O	O	
8	der	O	O	
9	"	O	O	
10	schöne	O	O	
11	"	O	O	
12	Magnin	O	O	
13	,	O	O	
14	seit	O	O	
15	ihn	O	O	
16	aber	O	O	
17	die	O	O	
18	Rebläuse	O	O	
19	plagen	O	O	
20	—	O	O	
21	worüber	O	O	
22	ihm	O	O	
23	graue	O	O	
24	Haare	O	O	
25	wachsen	O	O	
26	—	O	O	
27	ist	O	O	
28	es	O	O	
29	mit	O	O	
30	der	O	O	
31	Schönheit	O	O	
32	vorbei	O	O	
33	.	O	O	

1	Seine	O	O	
2	Hauptverdienste	O	O	
3	sind	O	O	
4	jedenfalls	O	O	
5	diejenigen	O	O	
6	,	O	O	
7	welche	O	O	
8	sein	O	O	
9	Hauptbuchhalter	O	O	
10	ihm	O	O	
11	bei	O	O	
12	der	O	O	
13	Jahresbilanz	O	O	
14	auf	O	O	
15	der	O	O	
16	Habet-Seite	O	O	
17	notirt	O	O	
18	.	O	O	

1	Die	O	O	
2	neue	O	O	
3	Würde	O	O	
4	wird	O	O	
5	wohl	O	O	
6	sehr	O	O	
7	genehm	O	O	
8	,	O	O	
9	die	O	O	
10	damit	O	O	
11	verbundene	O	O	
12	Bürde	O	O	
13	aber	O	O	
14	wenig	O	O	
15	bequem	O	O	
16	sein	O	O	
17	.	O	O	

1	Man	O	O	
2	hat	O	O	
3	denn	O	O	
4	auch	O	O	
5	sofort	O	O	
6	daran	O	O	
7	gedacht	O	O	
8	,	O	O	
9	ihm	O	O	
10	einen	O	O	
11	tüchtigen	O	O	
12	arbeitslustigen	O	O	
13	Unterstaats-Sekretär	O	O	
14	an	O	O	
15	die	O	O	
16	Seite	O	O	
17	zu	O	O	
18	stellen	O	O	
19	,	O	O	
20	und	O	O	
21	es	O	O	
22	heißt	O	O	
23	,	O	O	
24	daß	O	O	
25	dieser	O	O	
26	bereits	O	O	
27	in	O	O	
28	der	O	O	
29	Person	O	O	
30	des	O	O	
31	Deputirten	O	O	
32	Wilson	B-PER	O	
33	,	O	O	
34	des	O	O	
35	"	O	O	
36	kleinen	O	O	
37	"	O	O	
38	Wilson	B-PER	O	
39	,	O	O	
40	wie	O	O	
41	man	O	O	
42	ihn	O	O	
43	in	O	O	
44	den	O	O	
45	Couloirs	O	O	
46	betitelt	O	O	
47	,	O	O	
48	gefunden	O	O	
49	sei	O	O	
50	.	O	O	

1	Den	O	O	
2	Beinamen	O	O	
3	des	O	O	
4	"	O	O	
5	Kleinen	O	O	
6	"	O	O	
7	hat	O	O	
8	er	O	O	
9	vor	O	O	
10	neun	O	O	
11	Jahren	O	O	
12	erhalten	O	O	
13	,	O	O	
14	da	O	O	
15	er	O	O	
16	als	O	O	
17	junger	O	O	
18	Lebemann	O	O	
19	sich	O	O	
20	unter	O	O	
21	die	O	O	
22	Parlamentarier	O	O	
23	mischte	O	O	
24	.	O	O	

1	Er	O	O	
2	war	O	O	
3	bis	O	O	
4	dahin	O	O	
5	ein	O	O	
6	Dandy	O	O	
7	von	O	O	
8	der	O	O	
9	wildesten	O	O	
10	Sorte	O	O	
11	gewesen	O	O	
12	,	O	O	
13	einer	O	O	
14	jener	O	O	
15	vornehmen	O	O	
16	jungen	O	O	
17	Wüstlinge	O	O	
18	,	O	O	
19	deren	O	O	
20	Haupt	O	O	
21	und	O	O	
22	Vorbild	O	O	
23	neben	O	O	
24	dem	O	O	
25	Herzog	B-PER	O	
26	von	I-PER	O	
27	Grammont-Caderousse	I-PER	O	
28	Prinz	B-PER	O	
29	von	I-PER	O	
30	Oranien	I-PER	O	
31	war	O	O	
32	und	O	O	
33	zu	O	O	
34	deren	O	O	
35	überlebenden	O	O	
36	traurigen	O	O	
37	Berühmtheiten	O	O	
38	der	O	O	
39	Marquis	B-PER	O	
40	de	I-PER	O	
41	Caux	I-PER	O	
42	,	O	O	
43	der	O	O	
44	Gatte	O	O	
45	in	O	O	
46	partibus	O	O	
47	von	O	O	
48	Adelina	B-PER	O	
49	Patti	I-PER	O	
50	,	O	O	
51	gehört	O	O	
52	.	O	O	

1	Aus	O	O	
2	diesem	O	O	
3	Strudel	O	O	
4	riß	O	O	
5	den	O	O	
6	jungen	O	O	
7	Wilson	B-PER	O	
8	der	O	O	
9	Krieg	O	O	
10	,	O	O	
11	worauf	O	O	
12	seine	O	O	
13	Schwester	O	O	
14	,	O	O	
15	die	O	O	
16	durch	O	O	
17	Reichthum	O	O	
18	wie	O	O	
19	durch	O	O	
20	Schönheit	O	O	
21	gleich	O	O	
22	ausgezeichnete	O	O	
23	Madame	O	O	
24	Pelouze	B-PER	O	
25	,	O	O	
26	ihn	O	O	
27	durch	O	O	
28	ihre	O	O	
29	Bauern	O	O	
30	und	O	O	
31	Deputirten	O	O	
32	wählen	O	O	
33	ließ	O	O	
34	und	O	O	
35	,	O	O	
36	gleichsam	O	O	
37	wie	O	O	
38	in	O	O	
39	eine	O	O	
40	Besserungsanstalt	O	O	
41	,	O	O	
42	ins	O	O	
43	Parlament	O	O	
44	schickte	O	O	
45	.	O	O	

1	Ein	O	O	
2	mehr	O	O	
3	pikantes	O	O	
4	als	O	O	
5	wahrscheinliches	O	O	
6	Gerücht	O	O	
7	will	O	O	
8	wissen	O	O	
9	,	O	O	
10	daß	O	O	
11	Madame	O	O	
12	Pelouze	B-PER	O	
13	,	O	O	
14	die	O	O	
15	reizende	O	O	
16	und	O	O	
17	begüterte	O	O	
18	junge	O	O	
19	Wittwe	O	O	
20	,	O	O	
21	zu	O	O	
22	dem	O	O	
23	Präsidenten	O	O	
24	Grévy	B-PER	O	
25	in	O	O	
26	intimsten	O	O	
27	Beziehungen	O	O	
28	stehe	O	O	
29	,	O	O	
30	und	O	O	
31	daß	O	O	
32	die	O	O	
33	rasche	O	O	
34	Karriere	O	O	
35	,	O	O	
36	die	O	O	
37	der	O	O	
38	"	O	O	
39	kleine	O	O	
40	"	O	O	
41	Wilson	B-PER	O	
42	seit	O	O	
43	1871	O	O	
44	gemacht	O	O	
45	,	O	O	
46	wesentlich	O	O	
47	der	O	O	
48	Protektion	O	O	
49	des	O	O	
50	Herrn	O	O	
51	Grévy	B-PER	O	
52	zu	O	O	
53	verdanken	O	O	
54	sei	O	O	
55	.	O	O	

1	An	O	O	
2	sich	O	O	
3	ist	O	O	
4	letztere	O	O	
5	Thatsache	O	O	
6	gewiß	O	O	
7	richtig	O	O	
8	,	O	O	
9	aber	O	O	
10	es	O	O	
11	wäre	O	O	
12	ungerecht	O	O	
13	,	O	O	
14	das	O	O	
15	eigene	O	O	
16	Verdienst	O	O	
17	Wilsons	B-PER	O	
18	zu	O	O	
19	unterschätzen	O	O	
20	,	O	O	
21	der	O	O	
22	es	O	O	
23	verstanden	O	O	
24	,	O	O	
25	sich	O	O	
26	in	O	O	
27	der	O	O	
28	Kammer	O	O	
29	eine	O	O	
30	Spezialität	O	O	
31	zu	O	O	
32	schaffen	O	O	
33	,	O	O	
34	und	O	O	
35	der	O	O	
36	mit	O	O	
37	eisernem	O	O	
38	Fleiß	O	O	
39	daran	O	O	
40	gearbeitet	O	O	
41	hat	O	O	
42	,	O	O	
43	den	O	O	
44	Ruf	O	O	
45	dieser	O	O	
46	Spezialität	O	O	
47	auf	O	O	
48	eine	O	O	
49	solide	O	O	
50	Basis	O	O	
51	zu	O	O	
52	stellen	O	O	
53	.	O	O	

1	Der	O	O	
2	ehemalige	O	O	
3	Gommeux	O	O	
4	ist	O	O	
5	nämlich	O	O	
6	heute	O	O	
7	unter	O	O	
8	den	O	O	
9	französischen	O	O	
10	Deputirten	O	O	
11	eine	O	O	
12	Art	O	O	
13	von	O	O	
14	"	O	O	
15	Richter-Hagen	O	O	
16	"	O	O	
17	,	O	O	
18	er	O	O	
19	ist	O	O	
20	der	O	O	
21	ständige	O	O	
22	Budget-Berichterstatter	O	O	
23	und	O	O	
24	der	O	O	
25	verständigste	O	O	
26	Budget-Kritiker	O	O	
27	.	O	O	

1	Ob	O	O	
2	er	O	O	
3	freilich	O	O	
4	im	O	O	
5	Stande	O	O	
6	sein	O	O	
7	wird	O	O	
8	,	O	O	
9	die	O	O	
10	Geschäftskenntnis	O	O	
11	und	O	O	
12	die	O	O	
13	Arbeitskraft	O	O	
14	Leon	B-PER	O	
15	Say's	I-PER	O	
16	zu	O	O	
17	ersetzen	O	O	
18	,	O	O	
19	das	O	O	
20	wird	O	O	
21	er	O	O	
22	erst	O	O	
23	beweisen	O	O	
24	müssen	O	O	
25	,	O	O	
26	falls	O	O	
27	er	O	O	
28	überhaupt	O	O	
29	einwilligt	O	O	
30	,	O	O	
31	den	O	O	
32	einflußreichen	O	O	
33	Posten	O	O	
34	an	O	O	
35	der	O	O	
36	Spitze	O	O	
37	der	O	O	
38	Budgetkommission	O	O	
39	mit	O	O	
40	der	O	O	
41	zweiten	O	O	
42	Stelle	O	O	
43	im	O	O	
44	Finanzministerium	O	O	
45	zu	O	O	
46	vertauschen	O	O	
47	.	O	O	

1	Von	O	O	
2	den	O	O	
3	andern	O	O	
4	neuen	O	O	
5	Ministern	O	O	
6	ist	O	O	
7	nicht	O	O	
8	viel	O	O	
9	zu	O	O	
10	sagen	O	O	
11	.	O	O	

1	Cazol	B-PER	O	
2	,	O	O	
3	der	O	O	
